"location","cause","measure","b0_median","b1_median","b2_median","t_inflec_median"
"High-income Asia Pacific","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"High-income Asia Pacific","Typhoid and paratyphoid","Incidence",1.10409726042189e-06,0,0,NA
"High-income North America","Diarrheal diseases","Deaths",-0.000143002333471622,0.000148476104058202,-0.000190209852014321,2011.58653804993
"High-income North America","Diarrheal diseases","Prevalence",0.00650011636449077,4.8041645737527e-05,0,NA
"High-income North America","Diarrheal diseases","Incidence",0.0756241051470625,0.000524242828097523,0,NA
"High-income North America","Falls","Deaths",0.00676842107258442,0.000193994889169772,-0.000263985606545058,2013.11497723377
"High-income North America","Falls","Prevalence",0.166507119876514,0.00110665997004157,0,NA
"High-income North America","Falls","Incidence",0.00995201976552205,0.000105628682387898,0,NA
"High-income North America","Malaria","Deaths",0,0,0,NA
"High-income North America","Malaria","Prevalence",0,0,0,NA
"High-income North America","Malaria","Incidence",0,0,0,NA
"High-income North America","Multiple sclerosis","Deaths",0.0013583914803809,3.76387618521868e-05,-3.99776992785369e-05,2003.39967980403
"High-income North America","Multiple sclerosis","Prevalence",0.0011624725106369,3.4422296133943e-06,0,NA
"High-income North America","Multiple sclerosis","Incidence",4.25308862402061e-06,1.24791733089005e-08,0,NA
"High-income North America","Pancreatic cancer","Deaths",0.0109029819850283,0.000194988233944521,0,NA
"High-income North America","Pancreatic cancer","Prevalence",0.000222065713052349,2.58702969133083e-06,0,NA
"High-income North America","Pancreatic cancer","Incidence",6.14900628084321e-05,4.20443666934836e-07,0,NA
"High-income North America","Protein-energy malnutrition","Deaths",0.000734167856027561,1.0348529283966e-05,0,NA
"High-income North America","Protein-energy malnutrition","Prevalence",0.00840193507846469,0,0,NA
"High-income North America","Protein-energy malnutrition","Incidence",0.00164146013011815,0,0,NA
"High-income North America","Schistosomiasis","Deaths",0,0,0,NA
"High-income North America","Schistosomiasis","Prevalence",0,0,0,NA
"High-income North America","Schistosomiasis","Incidence",0,0,0,NA
"High-income North America","Stroke","Deaths",0.0455722336751174,0,-0.000376636695124126,NA
"High-income North America","Stroke","Prevalence",0.0368513208668676,0,0,NA
"High-income North America","Stroke","Incidence",0.000751201614106857,0,-7.96809825798607e-06,NA
"High-income North America","Typhoid and paratyphoid","Deaths",2.19284260438515e-06,5.635131141265e-08,0,NA
"High-income North America","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"High-income North America","Typhoid and paratyphoid","Incidence",9.52225175213434e-07,0,0,NA
"North Africa and Middle East","Diarrheal diseases","Deaths",0.0115285017862667,0,-0.000217816863013991,NA
"North Africa and Middle East","Diarrheal diseases","Prevalence",0.0171827644275706,0.000326948119873761,0,NA
"North Africa and Middle East","Diarrheal diseases","Incidence",0.176253161044455,0.003725655059444,-0.00223602503395365,2003.49445017228
"North Africa and Middle East","Falls","Deaths",0.0096590383141226,5.48441818999672e-05,0,NA
"North Africa and Middle East","Falls","Prevalence",0.0592507673173999,0.00101547871806505,0,NA
"North Africa and Middle East","Falls","Incidence",0.0032476258639442,5.09990339880284e-05,0,NA
"North Africa and Middle East","Malaria","Deaths",0.00848488444278367,0,-0.000171122201967622,NA
"North Africa and Middle East","Malaria","Prevalence",0.00399411574913518,0,-9.95084028369811e-05,NA
"North Africa and Middle East","Malaria","Incidence",0.00163415529611696,0,-5.02772921587958e-05,NA
"North Africa and Middle East","Multiple sclerosis","Deaths",0.000461544879146756,1.00591695270117e-05,0,NA
"North Africa and Middle East","Multiple sclerosis","Prevalence",0.000455408372127463,3.63881095437314e-06,0,NA
"North Africa and Middle East","Multiple sclerosis","Incidence",1.96672218218297e-06,2.39655267736836e-09,0,NA
"North Africa and Middle East","Pancreatic cancer","Deaths",0.0021245700039679,0.000138383028403805,0,NA
"North Africa and Middle East","Pancreatic cancer","Prevalence",4.24673648684797e-05,2.18772492675181e-06,0,NA
"North Africa and Middle East","Pancreatic cancer","Incidence",1.23867124345707e-05,4.10291580598059e-07,0,NA
"North Africa and Middle East","Protein-energy malnutrition","Deaths",0.00347831562383121,0,-8.35206462269952e-05,NA
"North Africa and Middle East","Protein-energy malnutrition","Prevalence",0.010061764355462,9.24068112501656e-05,0,NA
"North Africa and Middle East","Protein-energy malnutrition","Incidence",0.00143262999763228,1.3761487783494e-05,0,NA
"North Africa and Middle East","Schistosomiasis","Deaths",0.000652894561022846,0,-1.66346530223755e-05,NA
"North Africa and Middle East","Schistosomiasis","Prevalence",0.0664853296745871,0,-0.00296292200135282,NA
"North Africa and Middle East","Schistosomiasis","Incidence",0,0,0,NA
"North Africa and Middle East","Stroke","Deaths",0.0880345790769568,0,-0.000572783141447234,NA
"North Africa and Middle East","Stroke","Prevalence",0.0341539517832651,1.96055083312424e-05,0,NA
"North Africa and Middle East","Stroke","Incidence",0.000968927646041246,0,-6.73376257241007e-06,NA
"North Africa and Middle East","Typhoid and paratyphoid","Deaths",0.0037659636191655,0,-5.30161504811869e-05,NA
"North Africa and Middle East","Typhoid and paratyphoid","Prevalence",2.88285362206943e-08,0,0,NA
"North Africa and Middle East","Typhoid and paratyphoid","Incidence",0.000126593345319438,0,-3.25771381873106e-06,NA
"Oceania","Diarrheal diseases","Deaths",0.0561505659342178,0,-0.000533713446138627,NA
"Oceania","Diarrheal diseases","Prevalence",0.0323552561044601,0.000113925751149789,0,NA
"Oceania","Diarrheal diseases","Incidence",0.279377947295972,0.0014017931066652,0,NA
"Oceania","Falls","Deaths",0.00947880953600777,0.000117830824876896,0,NA
"Oceania","Falls","Prevalence",0.0539223561081922,0.000790938326101412,0,NA
"Oceania","Falls","Incidence",0.0028244757970459,5.15538524404037e-05,-1.37358412044865e-05,2001.38312225595
"Oceania","Malaria","Deaths",0.0289104614531896,0,0,NA
"Oceania","Malaria","Prevalence",0.0479669341106256,0,-0.00113968512405443,NA
"Oceania","Malaria","Incidence",0.0259361323049477,0,-0.000628933728108079,NA
"Oceania","Multiple sclerosis","Deaths",8.84318343324065e-05,0,-4.73658545532336e-07,NA
"Oceania","Multiple sclerosis","Prevalence",1.80482743878469e-05,0,0,NA
"Oceania","Multiple sclerosis","Incidence",3.14315881487808e-07,0,-8.50291642960224e-10,NA
"Oceania","Pancreatic cancer","Deaths",0.00127342413365027,1.68529367858189e-05,0,NA
"Oceania","Pancreatic cancer","Prevalence",3.15783030648626e-05,6.15303848461224e-07,-2.8228090552127e-07,2002.54665334849
"Oceania","Pancreatic cancer","Incidence",7.54881808586836e-06,8.9751355558815e-08,0,NA
"Oceania","Protein-energy malnutrition","Deaths",0.00592279537494852,0,-7.71750353270689e-05,NA
"Oceania","Protein-energy malnutrition","Prevalence",0.0165271811188685,0,-0.000150867868071827,NA
"Oceania","Protein-energy malnutrition","Incidence",0.00212456775917343,0,-4.27328300432926e-05,NA
"Oceania","Schistosomiasis","Deaths",0,0,0,NA
"Oceania","Schistosomiasis","Prevalence",0,0,0,NA
"Oceania","Schistosomiasis","Incidence",0,0,0,NA
"Oceania","Stroke","Deaths",0.0838755139499416,0,0,NA
"Oceania","Stroke","Prevalence",0.0371350954354993,0,-3.6549102329149e-05,NA
"Oceania","Stroke","Incidence",0.000867775901303347,0,-3.99154937445886e-06,NA
"Oceania","Typhoid and paratyphoid","Deaths",0.0195202524114447,0,-0.000286817957099906,NA
"Oceania","Typhoid and paratyphoid","Prevalence",0.000155538543915453,0,-5.24340278974854e-06,NA
"Oceania","Typhoid and paratyphoid","Incidence",0.000826201003580105,0,-1.97761039306315e-05,NA
"South Asia","Diarrheal diseases","Deaths",0.125868114962697,0,-0.00209947189551838,NA
"South Asia","Diarrheal diseases","Prevalence",0.035961225126272,0,-0.000364320990041571,NA
"South Asia","Diarrheal diseases","Incidence",0.322076032013836,0,-0.00222721181225773,NA
"South Asia","Falls","Deaths",0.0144680787326996,0.000207812215842933,0,NA
"South Asia","Falls","Prevalence",0.106260909022485,0.00109854833388245,0,NA
"South Asia","Falls","Incidence",0.00522572514466316,5.69878079887138e-05,0,NA
"South Asia","Malaria","Deaths",0.0211066837114025,0,-0.000545101313441827,NA
"South Asia","Malaria","Prevalence",0.0124502372541409,0,-0.000354039676766077,NA
"South Asia","Malaria","Incidence",0.00608265530792209,0,-0.00018915019880854,NA
"South Asia","Multiple sclerosis","Deaths",0.000158951632284109,4.34086518451314e-06,0,NA
"South Asia","Multiple sclerosis","Prevalence",7.99234967632517e-05,4.54532913189702e-07,0,NA
"South Asia","Multiple sclerosis","Incidence",5.86715093678876e-07,3.68119349679837e-09,0,NA
"South Asia","Pancreatic cancer","Deaths",0.000740537821033078,7.05346532648749e-05,0,NA
"South Asia","Pancreatic cancer","Prevalence",2.43797732907294e-05,1.01896275906851e-06,0,NA
"South Asia","Pancreatic cancer","Incidence",5.40200117726043e-06,2.32315486748837e-07,0,NA
"South Asia","Protein-energy malnutrition","Deaths",0.0102830555643033,0,-0.000317801379722837,NA
"South Asia","Protein-energy malnutrition","Prevalence",0.0233738298821098,0,0,NA
"South Asia","Protein-energy malnutrition","Incidence",0.00338435335645872,0,0,NA
"South Asia","Schistosomiasis","Deaths",0,0,0,NA
"South Asia","Schistosomiasis","Prevalence",0,0,0,NA
"South Asia","Schistosomiasis","Incidence",0,0,0,NA
"South Asia","Stroke","Deaths",0.0602825745027339,0.000328006344667735,-0.000362743186897408,2002.95414807704
"South Asia","Stroke","Prevalence",0.0140008971947549,0,0,NA
"South Asia","Stroke","Incidence",0.000521262139441538,0,-3.08473212560686e-06,NA
"South Asia","Typhoid and paratyphoid","Deaths",0.0291894598038109,0.000156124312016383,0,NA
"South Asia","Typhoid and paratyphoid","Prevalence",0.000489813336699928,0,-1.49114111060659e-05,NA
"South Asia","Typhoid and paratyphoid","Incidence",0.00187944274006261,0,-4.24939160019492e-05,NA
"Southeast Asia","Diarrheal diseases","Deaths",0.0463634856141047,0,-0.000964251715162892,NA
"Southeast Asia","Diarrheal diseases","Prevalence",0.0196531002766742,0,0,NA
"Southeast Asia","Diarrheal diseases","Incidence",0.177511026396572,0.000294342114444894,0,NA
"Southeast Asia","Falls","Deaths",0.0126014615433625,5.60505361263732e-05,0,NA
"Southeast Asia","Falls","Prevalence",0.067099887739044,0.000325336542347825,0,NA
"Southeast Asia","Falls","Incidence",0.00339244213050259,3.68088037060893e-05,-1.88003789979202e-05,1994.79709472792
"Southeast Asia","Malaria","Deaths",0.00595092902202847,0,-0.000786637614621586,NA
"Southeast Asia","Malaria","Prevalence",0.00552520800798612,0,-0.000140864285102584,NA
"Southeast Asia","Malaria","Incidence",0.00177618613031653,0,-5.46508265936772e-05,NA
"Southeast Asia","Multiple sclerosis","Deaths",0.000175641659524224,9.35387492265125e-07,0,NA
"Southeast Asia","Multiple sclerosis","Prevalence",2.54692994569811e-05,1.04203123639935e-07,0,NA
"Southeast Asia","Multiple sclerosis","Incidence",4.3192751516958e-07,0,0,NA
"Southeast Asia","Pancreatic cancer","Deaths",0.00205192653340427,9.78399807831584e-05,0,NA
"Southeast Asia","Pancreatic cancer","Prevalence",4.14989090192866e-05,1.51832016137277e-06,0,NA
"Southeast Asia","Pancreatic cancer","Incidence",1.04623686409079e-05,3.48196145256275e-07,0,NA
"Southeast Asia","Protein-energy malnutrition","Deaths",0.0102086159660191,0,-0.000175072322728261,NA
"Southeast Asia","Protein-energy malnutrition","Prevalence",0.0243907801656335,0,0,NA
"Southeast Asia","Protein-energy malnutrition","Incidence",0.00354336795623363,9.34462232802641e-06,0,NA
"Southeast Asia","Schistosomiasis","Deaths",8.18260948015329e-05,0,-7.03282663502649e-07,NA
"Southeast Asia","Schistosomiasis","Prevalence",0.00368627063319663,0,-0.000221482248190672,NA
"Southeast Asia","Schistosomiasis","Incidence",0,0,0,NA
"Southeast Asia","Stroke","Deaths",0.108765745570228,0.000769836420760919,-0.00106676509229713,2010.09717284001
"Southeast Asia","Stroke","Prevalence",0.0353192475573121,0,0,NA
"Southeast Asia","Stroke","Incidence",0.00101746125896989,0,-7.78491541417504e-06,NA
"Southeast Asia","Typhoid and paratyphoid","Deaths",0.0174249193831011,0,0,NA
"Southeast Asia","Typhoid and paratyphoid","Prevalence",0.000105860673708564,0,-3.49233581639294e-06,NA
"Southeast Asia","Typhoid and paratyphoid","Incidence",0.00064403423375798,0,-1.38551337348e-05,NA
"Southern Latin America","Diarrheal diseases","Deaths",0.00448221167346407,0,-3.93028749206408e-05,NA
"Southern Latin America","Diarrheal diseases","Prevalence",0.00803254784246993,8.70875161884299e-05,-3.84525113396053e-05,2001.96462976148
"Southern Latin America","Diarrheal diseases","Incidence",0.0972239931406969,0.000492478111310806,0,NA
"Southern Latin America","Falls","Deaths",0.00923734576410417,0,-4.78721226645589e-05,NA
"Southern Latin America","Falls","Prevalence",0.108870807360489,0.000430153334369117,0,NA
"Southern Latin America","Falls","Incidence",0.00628943265291577,2.05774937802734e-05,0,NA
"Southern Latin America","Malaria","Deaths",5.09087340160207e-05,0,-2.14250734457404e-06,NA
"Southern Latin America","Malaria","Prevalence",0.000283721585378965,0,-1.25691579932915e-05,NA
"Southern Latin America","Malaria","Incidence",2.82059226546667e-06,0,-2.30520389118137e-07,NA
"Southern Latin America","Multiple sclerosis","Deaths",0.000545354353742961,7.28459128927586e-06,-7.08126169381941e-06,2001.95515254711
"Southern Latin America","Multiple sclerosis","Prevalence",0.000276102413161966,1.36372105844959e-06,-1.12400636235581e-06,2001.55401908114
"Southern Latin America","Multiple sclerosis","Incidence",1.4496203418785e-06,9.57166824976956e-10,0,NA
"Southern Latin America","Pancreatic cancer","Deaths",0.00973739402437401,0.000331256018371493,-0.000183454079617722,2000.24728600864
"Southern Latin America","Pancreatic cancer","Prevalence",0.000186288203322142,1.82860523262341e-06,0,NA
"Southern Latin America","Pancreatic cancer","Incidence",5.30380712824254e-05,1.05572779817342e-06,-9.09712005105579e-07,1999.71426027537
"Southern Latin America","Protein-energy malnutrition","Deaths",0.00553384135614732,0.000155955627420949,-0.000395694232090099,2001.27924668721
"Southern Latin America","Protein-energy malnutrition","Prevalence",0.00965225607524784,0,0,NA
"Southern Latin America","Protein-energy malnutrition","Incidence",0.00178145640633591,0,0,NA
"Southern Latin America","Schistosomiasis","Deaths",0,0,0,NA
"Southern Latin America","Schistosomiasis","Prevalence",0,0,0,NA
"Southern Latin America","Schistosomiasis","Incidence",0,0,0,NA
"Southern Latin America","Stroke","Deaths",0.0888657474083701,0,-0.0014352805857867,NA
"Southern Latin America","Stroke","Prevalence",0.022606990652705,0,-0.000219764768169464,NA
"Southern Latin America","Stroke","Incidence",0.000768301712711144,0,-1.04606459871684e-05,NA
"Southern Latin America","Typhoid and paratyphoid","Deaths",7.14964594149241e-05,0,-3.24575875253621e-06,NA
"Southern Latin America","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Southern Latin America","Typhoid and paratyphoid","Incidence",4.06558372566917e-06,0,-9.86381201214558e-08,NA
"Southern Sub-Saharan Africa","Diarrheal diseases","Deaths",0.0444187691010713,0,-0.000625725186525132,NA
"Southern Sub-Saharan Africa","Diarrheal diseases","Prevalence",0.0277449726397938,0,-4.88454403722896e-05,NA
"Southern Sub-Saharan Africa","Diarrheal diseases","Incidence",0.245140084932268,0,-0.000205960643400902,NA
"Southern Sub-Saharan Africa","Falls","Deaths",0.00319188051766142,0,-3.48491758542038e-05,NA
"Southern Sub-Saharan Africa","Falls","Prevalence",0.0361928111966297,0,-0.000125427240276653,NA
"Southern Sub-Saharan Africa","Falls","Incidence",0.00159386522519935,0,-3.73755214562536e-06,NA
"Southern Sub-Saharan Africa","Malaria","Deaths",0.0141118872793617,0,-0.000377511876438606,NA
"Southern Sub-Saharan Africa","Malaria","Prevalence",0.00750641406079248,0,-0.000375069347564541,NA
"Southern Sub-Saharan Africa","Malaria","Incidence",0.0025549832651736,0.000108759290988719,-0.000266757895892846,2001.11367256988
"Southern Sub-Saharan Africa","Multiple sclerosis","Deaths",9.17786836542066e-05,0,0,NA
"Southern Sub-Saharan Africa","Multiple sclerosis","Prevalence",8.55355731906396e-05,0,0,NA
"Southern Sub-Saharan Africa","Multiple sclerosis","Incidence",5.92898632142278e-07,9.30102016708073e-10,0,NA
"Southern Sub-Saharan Africa","Pancreatic cancer","Deaths",0.0038735484580511,0,0,NA
"Southern Sub-Saharan Africa","Pancreatic cancer","Prevalence",8.80940757433372e-05,3.87304076672666e-06,-3.46682518247848e-06,1998.06459408233
"Southern Sub-Saharan Africa","Pancreatic cancer","Incidence",1.84996280371232e-05,8.81187245569681e-07,-8.28017411041013e-07,1998.5495028788
"Southern Sub-Saharan Africa","Protein-energy malnutrition","Deaths",0.00883212526631713,0,0,NA
"Southern Sub-Saharan Africa","Protein-energy malnutrition","Prevalence",0.0102430621758886,8.80531532429747e-05,-0.000195278101663504,1998.7256449454
"Southern Sub-Saharan Africa","Protein-energy malnutrition","Incidence",0.00145627437647361,0,-1.82483997796182e-05,NA
"Southern Sub-Saharan Africa","Schistosomiasis","Deaths",0.000335730010852816,0,0,NA
"Southern Sub-Saharan Africa","Schistosomiasis","Prevalence",0.0900919618995217,0,-0.00234542383547093,NA
"Southern Sub-Saharan Africa","Schistosomiasis","Incidence",0,0,0,NA
"Southern Sub-Saharan Africa","Stroke","Deaths",0.0613248404368334,0,-0.00035844840595579,NA
"Southern Sub-Saharan Africa","Stroke","Prevalence",0.0357219968781943,9.76374387463562e-05,-0.000202035825952359,2000.30892386496
"Southern Sub-Saharan Africa","Stroke","Incidence",0.000727401358698547,0,0,NA
"Southern Sub-Saharan Africa","Typhoid and paratyphoid","Deaths",6.46256666985558e-05,0,0,NA
"Southern Sub-Saharan Africa","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Southern Sub-Saharan Africa","Typhoid and paratyphoid","Incidence",2.64004887001928e-06,0,0,NA
"Tropical Latin America","Diarrheal diseases","Deaths",0.0144970988393387,0,-0.00035062505868377,NA
"Tropical Latin America","Diarrheal diseases","Prevalence",0.020384058150243,0,-0.00012166532176172,NA
"Tropical Latin America","Diarrheal diseases","Incidence",0.181163922365745,0,-0.00107053412389082,NA
"Tropical Latin America","Falls","Deaths",0.0109802609407331,5.74048800161576e-05,0,NA
"Tropical Latin America","Falls","Prevalence",0.136498460542309,0,0,NA
"Tropical Latin America","Falls","Incidence",0.00543850161245332,4.01214939901592e-05,-4.8712757482526e-05,2002.07252737632
"Tropical Latin America","Malaria","Deaths",0.00687403454374792,0,-0.000288073460500843,NA
"Tropical Latin America","Malaria","Prevalence",0.00328987970202882,0,-0.000102418492739201,NA
"Tropical Latin America","Malaria","Incidence",0.00142019319903817,0,-5.52178837270723e-05,NA
"Tropical Latin America","Multiple sclerosis","Deaths",0.000219633237795731,8.31710277328664e-06,-6.25509521829514e-06,2002.78007888068
"Tropical Latin America","Multiple sclerosis","Prevalence",0.000227162086507712,1.76015936617196e-06,0,NA
"Tropical Latin America","Multiple sclerosis","Incidence",1.08121565745629e-06,3.68357003701798e-09,0,NA
"Tropical Latin America","Pancreatic cancer","Deaths",0.00498752109331035,0.000145334612638069,0,NA
"Tropical Latin America","Pancreatic cancer","Prevalence",9.6820206337926e-05,1.14371213873982e-06,0,NA
"Tropical Latin America","Pancreatic cancer","Incidence",1.98627965272548e-05,2.72772323407004e-07,0,NA
"Tropical Latin America","Protein-energy malnutrition","Deaths",0.00908538584970357,0,-0.000214281467280579,NA
"Tropical Latin America","Protein-energy malnutrition","Prevalence",0.00790617307249007,0,-8.79807156668492e-05,NA
"Tropical Latin America","Protein-energy malnutrition","Incidence",0.00100631961443994,0,-1.11566842696689e-05,NA
"Tropical Latin America","Schistosomiasis","Deaths",0.000756602566520828,0,-1.59460820129822e-05,NA
"Tropical Latin America","Schistosomiasis","Prevalence",0.0230758229963333,0,0,NA
"Tropical Latin America","Schistosomiasis","Incidence",0,0,0,NA
"Tropical Latin America","Stroke","Deaths",0.108091784174864,0,-0.00159903246169706,NA
"Tropical Latin America","Stroke","Prevalence",0.0392785383518883,0,-0.000420320665014514,NA
"Tropical Latin America","Stroke","Incidence",0.00077759587445434,0,-1.04000660561881e-05,NA
"Tropical Latin America","Typhoid and paratyphoid","Deaths",9.72094132555828e-05,0,-3.1888789120161e-06,NA
"Tropical Latin America","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Tropical Latin America","Typhoid and paratyphoid","Incidence",9.66818203290401e-06,0,-3.08930443585506e-07,NA
"Western Europe","Diarrheal diseases","Deaths",0.000709244274800649,7.50867031728263e-05,0,NA
"Western Europe","Diarrheal diseases","Prevalence",0.00760126264984588,0.000113275438871812,-0.000187986650842643,2012.61289861023
"Western Europe","Diarrheal diseases","Incidence",0.0861957647837776,0.000686911543112684,-0.00139049825835798,2013.19035899812
"Western Europe","Falls","Deaths",0.0153880847924388,7.16479762082143e-05,0,NA
"Western Europe","Falls","Prevalence",0.207725282504305,0.000414469426745776,0,NA
"Western Europe","Falls","Incidence",0.0137148334201654,0,0,NA
"Western Europe","Malaria","Deaths",0,0,0,NA
"Western Europe","Malaria","Prevalence",0,0,0,NA
"Western Europe","Malaria","Incidence",0,0,0,NA
"Western Europe","Multiple sclerosis","Deaths",0.00171793607059767,3.7925466017968e-05,0,NA
"Western Europe","Multiple sclerosis","Prevalence",0.000875513938901975,9.62425720479842e-06,0,NA
"Western Europe","Multiple sclerosis","Incidence",3.74594830754593e-06,2.66882402112357e-08,0,NA
"Western Europe","Pancreatic cancer","Deaths",0.0107239934831529,0.00040358997011845,-0.000303436701348009,2013.78455999339
"Western Europe","Pancreatic cancer","Prevalence",0.000199283458725724,3.87773526947854e-06,-2.80719789190772e-06,2009.44586446725
"Western Europe","Pancreatic cancer","Incidence",5.34646102656202e-05,4.85100830462129e-07,-2.84386520699656e-07,2010.55940641597
"Western Europe","Protein-energy malnutrition","Deaths",0.000463697981194372,9.37730511971187e-06,0,NA
"Western Europe","Protein-energy malnutrition","Prevalence",0.0112913555403864,0.000144344097153961,-0.000158097274809848,2009.39042296123
"Western Europe","Protein-energy malnutrition","Incidence",0.00222306851701278,1.67127013645413e-05,0,NA
"Western Europe","Schistosomiasis","Deaths",4.25481925505228e-08,0,0,NA
"Western Europe","Schistosomiasis","Prevalence",0,0,0,NA
"Western Europe","Schistosomiasis","Incidence",0,0,0,NA
"Western Europe","Stroke","Deaths",0.0712343381392797,0,-0.00112464004700799,NA
"Western Europe","Stroke","Prevalence",0.0249495085336524,0,-0.000235312054474082,NA
"Western Europe","Stroke","Incidence",0.000593759811944967,0,0,NA
"Western Europe","Typhoid and paratyphoid","Deaths",3.94943319806553e-06,0,0,NA
"Western Europe","Typhoid and paratyphoid","Prevalence",2.44584106938069e-11,0,0,NA
"Western Europe","Typhoid and paratyphoid","Incidence",1.13189525584987e-06,6.07757328356188e-09,-1.80802183227681e-08,1999.88238481619
"Western Sub-Saharan Africa","Diarrheal diseases","Deaths",0.100754111809771,0,-0.00163631445977362,NA
"Western Sub-Saharan Africa","Diarrheal diseases","Prevalence",0.0320274275921627,0,0,NA
"Western Sub-Saharan Africa","Diarrheal diseases","Incidence",0.268669954476345,0.000453296167993277,0,NA
"Western Sub-Saharan Africa","Falls","Deaths",0.00546010130835546,5.85770741865005e-05,0,NA
"Western Sub-Saharan Africa","Falls","Prevalence",0.0406158050353045,0.000166167805569382,0,NA
"Western Sub-Saharan Africa","Falls","Incidence",0.0017530745312144,8.11865085625163e-06,0,NA
"Western Sub-Saharan Africa","Malaria","Deaths",0.105769802112067,0,0,NA
"Western Sub-Saharan Africa","Malaria","Prevalence",0.276508005208527,0,-0.00956224639820692,NA
"Western Sub-Saharan Africa","Malaria","Incidence",0.0307866381472641,0,-0.000725873695176143,NA
"Western Sub-Saharan Africa","Multiple sclerosis","Deaths",0.000122337502298792,3.98872192911382e-06,0,NA
"Western Sub-Saharan Africa","Multiple sclerosis","Prevalence",7.28491790051459e-05,5.46502273235277e-07,-2.40567997862939e-07,2007.54508231773
"Western Sub-Saharan Africa","Multiple sclerosis","Incidence",5.91549283433228e-07,1.03038142091396e-09,0,NA
"Western Sub-Saharan Africa","Pancreatic cancer","Deaths",0.00129760627687483,7.93601265492126e-05,0,NA
"Western Sub-Saharan Africa","Pancreatic cancer","Prevalence",4.04858217222824e-05,1.60651339220388e-06,0,NA
"Western Sub-Saharan Africa","Pancreatic cancer","Incidence",8.77619388908672e-06,3.30718371575425e-07,0,NA
"Western Sub-Saharan Africa","Protein-energy malnutrition","Deaths",0.00809085252746274,0,-0.000107030957257953,NA
"Western Sub-Saharan Africa","Protein-energy malnutrition","Prevalence",0.0132919761690481,0,0,NA
"Western Sub-Saharan Africa","Protein-energy malnutrition","Incidence",0.00157164220302352,0,0,NA
"Western Sub-Saharan Africa","Schistosomiasis","Deaths",0.00328466333987147,0,-5.71955087222485e-05,NA
"Western Sub-Saharan Africa","Schistosomiasis","Prevalence",0.212762055087702,0,-0.00782610958432999,NA
"Western Sub-Saharan Africa","Schistosomiasis","Incidence",0,0,0,NA
"Western Sub-Saharan Africa","Stroke","Deaths",0.0655272938595525,0,0,NA
"Western Sub-Saharan Africa","Stroke","Prevalence",0.0280949136877259,0,-5.01432701931924e-05,NA
"Western Sub-Saharan Africa","Stroke","Incidence",0.000727997558937699,0,-3.88106106072613e-06,NA
"Western Sub-Saharan Africa","Typhoid and paratyphoid","Deaths",0.00830184917414196,0,-8.40995784588892e-05,NA
"Western Sub-Saharan Africa","Typhoid and paratyphoid","Prevalence",7.66860355743842e-05,0,-2.81423933821669e-06,NA
"Western Sub-Saharan Africa","Typhoid and paratyphoid","Incidence",0.000521177208775142,0,-1.3662185783587e-05,NA
