"","measure","location","sex","age","cause","metric","year","val","upper","lower"
"474431","Deaths","North America","Male","All ages","Tuberculosis","Number",1993,1259.50704184676,1301.42808115652,1210.96454369163
"474433","Deaths","North America","Male","All ages","Tuberculosis","Percent",1993,0.00100183171246744,0.00103463855237171,0.000962476146899116
"474647","Deaths","North America","Male","All ages","HIV/AIDS","Number",1993,35719.7757516492,35995.3728397749,35429.8498984796
"474649","Deaths","North America","Male","All ages","HIV/AIDS","Percent",1993,0.0284121373100865,0.028642986788279,0.0281842260942493
"476934","Deaths","Andean Latin America","Male","All ages","Tuberculosis","Number",1993,7975.82312561124,8818.20632128521,7138.19183677374
"476936","Deaths","Andean Latin America","Male","All ages","Tuberculosis","Percent",1993,0.0590568539098275,0.0638782855454538,0.0542501126989512
"477150","Deaths","Andean Latin America","Male","All ages","HIV/AIDS","Number",1993,852.753420718902,1641.04513494197,635.015583331425
"477152","Deaths","Andean Latin America","Male","All ages","HIV/AIDS","Percent",1993,0.00632667921293737,0.0124483267215118,0.00465370402331243
"484010","Deaths","Southern Latin America","Male","All ages","Tuberculosis","Number",1999,1243.60099575787,1286.24866420663,1195.06726766917
"484012","Deaths","Southern Latin America","Male","All ages","Tuberculosis","Percent",1999,0.00576136477478917,0.00595635665167482,0.00553544230422609
"484226","Deaths","Southern Latin America","Male","All ages","HIV/AIDS","Number",1999,1865.58649566921,1896.5544343874,1836.30063456339
"484228","Deaths","Southern Latin America","Male","All ages","HIV/AIDS","Percent",1999,0.00864294073366603,0.00879309171467504,0.008492850359776
"488053","Deaths","Region of the Americas","Male","All ages","Zika virus","Number",1993,0,0,0
"488055","Deaths","Region of the Americas","Male","All ages","Zika virus","Percent",1993,0,0,0
"493711","Deaths","Australasia","Male","All ages","Zika virus","Number",1997,0,0,0
"493713","Deaths","Australasia","Male","All ages","Zika virus","Percent",1997,0,0,0
"494365","Deaths","Eastern Europe","Male","All ages","Zika virus","Number",1993,0,0,0
"494367","Deaths","Eastern Europe","Male","All ages","Zika virus","Percent",1993,0,0,0
"189","Deaths","East Asia","Male","All ages","Zika virus","Number",1997,0,0,0
"191","Deaths","East Asia","Male","All ages","Zika virus","Percent",1997,0,0,0
"1613","Deaths","Andean Latin America","Male","All ages","Tuberculosis","Number",1997,6233.43067708735,6904.69399547543,5629.94565048401
"1615","Deaths","Andean Latin America","Male","All ages","Tuberculosis","Percent",1997,0.0473648502794516,0.0507296202097811,0.0439440101310369
"1829","Deaths","Andean Latin America","Male","All ages","HIV/AIDS","Number",1997,1363.66170173225,2285.0769967475,1048.78697879913
"1831","Deaths","Andean Latin America","Male","All ages","HIV/AIDS","Percent",1997,0.0103790507558246,0.0175602150302507,0.00796146115323092
"7499","Deaths","High-income Asia Pacific","Male","All ages","Zika virus","Number",1994,0,0,0
"7501","Deaths","High-income Asia Pacific","Male","All ages","Zika virus","Percent",1994,0,0,0
"14002","Deaths","Southern Latin America","Male","All ages","Zika virus","Number",1994,0,0,0
"14004","Deaths","Southern Latin America","Male","All ages","Zika virus","Percent",1994,0,0,0
"15462","Deaths","Caribbean","Male","All ages","Tuberculosis","Number",1993,1884.46267839909,2167.70579792538,1588.19250511498
"15464","Deaths","Caribbean","Male","All ages","Tuberculosis","Percent",1993,0.0122460422224668,0.0138548105936282,0.0103812891388673
"15678","Deaths","Caribbean","Male","All ages","HIV/AIDS","Number",1993,6069.02560658179,8960.79771758398,4314.81934647932
"15680","Deaths","Caribbean","Male","All ages","HIV/AIDS","Percent",1993,0.0394106287581734,0.056697035182531,0.0280200797366528
"17450","Deaths","High-income Asia Pacific","Male","All ages","Zika virus","Number",1999,0,0,0
"17452","Deaths","High-income Asia Pacific","Male","All ages","Zika virus","Percent",1999,0,0,0
"22157","Deaths","High-income North America","Male","All ages","Tuberculosis","Number",1998,945.663743793893,979.944274091741,902.366787937148
"22159","Deaths","High-income North America","Male","All ages","Tuberculosis","Percent",1998,0.000750567823270141,0.000777345475765028,0.000716709932734616
"22373","Deaths","High-income North America","Male","All ages","HIV/AIDS","Number",1998,12439.4149742598,12541.721437719,12341.463543533
"22375","Deaths","High-income North America","Male","All ages","HIV/AIDS","Percent",1998,0.00987311283092084,0.00995504833902787,0.0097968941003293
"36117","Deaths","East Asia & Pacific - WB","Male","All ages","Zika virus","Number",1997,0,0,0
"36119","Deaths","East Asia & Pacific - WB","Male","All ages","Zika virus","Percent",1997,0,0,0
"36463","Deaths","North America","Male","All ages","Zika virus","Number",1997,0,0,0
"36465","Deaths","North America","Male","All ages","Zika virus","Percent",1997,0,0,0
"38613","Deaths","High-income North America","Male","All ages","Zika virus","Number",1993,0,0,0
"38615","Deaths","High-income North America","Male","All ages","Zika virus","Percent",1993,0,0,0
"39149","Deaths","South-East Asia Region","Male","All ages","Zika virus","Number",1993,0,0,0
"39151","Deaths","South-East Asia Region","Male","All ages","Zika virus","Percent",1993,0,0,0
"40945","Deaths","High-income North America","Male","All ages","Zika virus","Number",1999,0,0,0
"40947","Deaths","High-income North America","Male","All ages","Zika virus","Percent",1999,0,0,0
"42997","Deaths","Asia","Male","All ages","Tuberculosis","Number",1994,733981.435147965,786888.05653202,676387.518452928
"42999","Deaths","Asia","Male","All ages","Tuberculosis","Percent",1994,0.0522288614711992,0.0559200083191771,0.0484036099761858
"43213","Deaths","Asia","Male","All ages","HIV/AIDS","Number",1994,23855.0616872572,32374.4106044913,17128.3942298274
"43215","Deaths","Asia","Male","All ages","HIV/AIDS","Percent",1994,0.00169829057358125,0.00232657906085971,0.00121820790262122
"47537","Deaths","Commonwealth High Income","Male","All ages","Zika virus","Number",1997,0,0,0
"47539","Deaths","Commonwealth High Income","Male","All ages","Zika virus","Percent",1997,0,0,0
"53249","Deaths","Caribbean","Male","All ages","Tuberculosis","Number",1997,1667.02515071508,1926.19117857061,1428.48356082892
"53251","Deaths","Caribbean","Male","All ages","Tuberculosis","Percent",1997,0.0106111048118932,0.0121154731079751,0.00904638934545293
"53465","Deaths","Caribbean","Male","All ages","HIV/AIDS","Number",1997,9213.15342900383,13073.3763826316,6488.13862545447
"53467","Deaths","Caribbean","Male","All ages","HIV/AIDS","Percent",1997,0.0585723706777401,0.0811288187180682,0.0417737050230771
"56109","Deaths","South Asia - WB","Male","All ages","Tuberculosis","Number",1998,475525.546840907,521082.181770131,427047.590978496
"56111","Deaths","South Asia - WB","Male","All ages","Tuberculosis","Percent",1998,0.0768591876906979,0.0826966070457629,0.0700159703706103
"56325","Deaths","South Asia - WB","Male","All ages","HIV/AIDS","Number",1998,34910.4812277505,49867.172555855,25205.9849596655
"56327","Deaths","South Asia - WB","Male","All ages","HIV/AIDS","Percent",1998,0.00564614094371047,0.00807320625753119,0.00405698936384542
"57193","Deaths","African Region","Male","All ages","Tuberculosis","Number",1994,277942.589318841,311518.349696974,248054.78105888
"57195","Deaths","African Region","Male","All ages","Tuberculosis","Percent",1994,0.0634351144810282,0.0711039919040024,0.0569536901962937
"57409","Deaths","African Region","Male","All ages","HIV/AIDS","Number",1994,272432.291414859,379895.494525538,190918.6002907
"57411","Deaths","African Region","Male","All ages","HIV/AIDS","Percent",1994,0.0620877541623266,0.0861277267062963,0.0432587240068334
"61343","Deaths","America","Male","All ages","Tuberculosis","Number",1994,25314.6659697929,26272.5640408308,24299.1971334804
"61345","Deaths","America","Male","All ages","Tuberculosis","Percent",1994,0.00883493719310371,0.0091354052033445,0.00851841370325739
"61559","Deaths","America","Male","All ages","HIV/AIDS","Number",1994,65626.9613512446,69026.2059450036,63422.3657755851
"61561","Deaths","America","Male","All ages","HIV/AIDS","Percent",1994,0.0229051090275433,0.0240381688155502,0.0221214152841455
"62011","Deaths","Tropical Latin America","Male","All ages","Zika virus","Number",1993,0,0,0
"62013","Deaths","Tropical Latin America","Male","All ages","Zika virus","Percent",1993,0,0,0
"66471","Deaths","Australasia","Male","All ages","Zika virus","Number",1993,0,0,0
"66473","Deaths","Australasia","Male","All ages","Zika virus","Percent",1993,0,0,0
"67614","Deaths","South Asia","Male","All ages","Tuberculosis","Number",1997,471487.766959677,516027.409481492,421086.060856754
"67616","Deaths","South Asia","Male","All ages","Tuberculosis","Percent",1997,0.0793614429165272,0.0856091534975331,0.0719367905156122
"67830","Deaths","South Asia","Male","All ages","HIV/AIDS","Number",1997,24571.7603241692,36227.9237033224,17357.1196628982
"67832","Deaths","South Asia","Male","All ages","HIV/AIDS","Percent",1997,0.00413842764863507,0.00614185028505413,0.00290106064062185
"73322","Deaths","Western Sub-Saharan Africa","Male","All ages","Zika virus","Number",1998,0,0,0
"73324","Deaths","Western Sub-Saharan Africa","Male","All ages","Zika virus","Percent",1998,0,0,0
"84931","Deaths","Southern Sub-Saharan Africa","Male","All ages","Tuberculosis","Number",1997,23667.1240975425,25513.4166367013,22188.9006466856
"84933","Deaths","Southern Sub-Saharan Africa","Male","All ages","Tuberculosis","Percent",1997,0.0643446710116418,0.0709681414649086,0.0573680916502864
"85147","Deaths","Southern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Number",1997,78022.1959696566,115089.984734582,53229.9099965112
"85149","Deaths","Southern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Percent",1997,0.210211609233068,0.28421545653427,0.152884167382994
"86734","Deaths","Commonwealth Middle Income","Male","All ages","Tuberculosis","Number",1998,513466.151642542,559587.11087123,461651.240284554
"86736","Deaths","Commonwealth Middle Income","Male","All ages","Tuberculosis","Percent",1998,0.0731670014321975,0.0789226801930879,0.066704563874384
"89458","Deaths","Eastern Europe","Male","All ages","Zika virus","Number",1998,0,0,0
"89460","Deaths","Eastern Europe","Male","All ages","Zika virus","Percent",1998,0,0,0
"89678","Deaths","Australasia","Male","All ages","Tuberculosis","Number",1999,62.9827897977494,68.0416928847091,57.7361427469017
"89680","Deaths","Australasia","Male","All ages","Tuberculosis","Percent",1999,0.000783602823281515,0.000845112780975463,0.000718485399994004
"93947","Deaths","Western Europe","Male","All ages","Zika virus","Number",1997,0,0,0
"93949","Deaths","Western Europe","Male","All ages","Zika virus","Percent",1997,0,0,0
"97778","Deaths","Central Sub-Saharan Africa","Male","All ages","Tuberculosis","Number",1999,46423.7729233557,59492.5374660552,36714.4912594562
"97780","Deaths","Central Sub-Saharan Africa","Male","All ages","Tuberculosis","Percent",1999,0.0870419004926745,0.109085965546574,0.0703617974369421
"97994","Deaths","Central Sub-Saharan Africa","Male","All ages","HIV/AIDS","Number",1999,24932.4993934623,33115.245874483,18090.1392013568
"97996","Deaths","Central Sub-Saharan Africa","Male","All ages","HIV/AIDS","Percent",1999,0.0467607731487183,0.0623156304114269,0.0332533161837451
"100635","Deaths","South Asia - WB","Male","All ages","Zika virus","Number",1994,0,0,0
"100637","Deaths","South Asia - WB","Male","All ages","Zika virus","Percent",1994,0,0,0
"100855","Deaths","European Region","Male","All ages","Tuberculosis","Number",1993,38196.3040890841,39854.3348532213,37136.6675343461
"100857","Deaths","European Region","Male","All ages","Tuberculosis","Percent",1993,0.00805982593556164,0.00840429788528199,0.00785015855245799
"101071","Deaths","European Region","Male","All ages","HIV/AIDS","Number",1993,22014.1666773372,22208.3621363763,21821.184704806
"101073","Deaths","European Region","Male","All ages","HIV/AIDS","Percent",1993,0.00464529504147139,0.00469419418205506,0.00459472314168174
"101540","Deaths","Commonwealth Low Income","Male","All ages","Tuberculosis","Number",1997,102441.296318855,117598.63581183,88956.021023361
"101542","Deaths","Commonwealth Low Income","Male","All ages","Tuberculosis","Percent",1997,0.0730946767234739,0.0832458249955248,0.0639049245987725
"101756","Deaths","Commonwealth Low Income","Male","All ages","HIV/AIDS","Number",1997,170882.860765529,224140.709434395,124984.547604923
"101758","Deaths","Commonwealth Low Income","Male","All ages","HIV/AIDS","Percent",1997,0.121677611866794,0.154897608513733,0.0904746472604785
"104987","Deaths","Western Pacific Region","Male","All ages","Zika virus","Number",1992,0,0,0
"104989","Deaths","Western Pacific Region","Male","All ages","Zika virus","Percent",1992,0,0,0
"107686","Deaths","Commonwealth Middle Income","Male","All ages","HIV/AIDS","Number",1998,167451.422794434,235849.707496548,121190.680785277
"107688","Deaths","Commonwealth Middle Income","Male","All ages","HIV/AIDS","Percent",1998,0.0238591316972629,0.0329609829224088,0.0171959012841767
"109594","Deaths","Central Sub-Saharan Africa","Male","All ages","Tuberculosis","Number",1993,42310.1857377347,52673.3841593426,33919.1287727452
"109596","Deaths","Central Sub-Saharan Africa","Male","All ages","Tuberculosis","Percent",1993,0.0898092109485416,0.109266219260448,0.0734165014989458
"109810","Deaths","Central Sub-Saharan Africa","Male","All ages","HIV/AIDS","Number",1993,15389.8792923164,21902.6187668654,10484.4079135349
"109812","Deaths","Central Sub-Saharan Africa","Male","All ages","HIV/AIDS","Percent",1993,0.0326867766791726,0.046456932910814,0.0218813468270604
"112007","Deaths","Andean Latin America","Male","All ages","Zika virus","Number",1999,0,0,0
"112009","Deaths","Andean Latin America","Male","All ages","Zika virus","Percent",1999,0,0,0
"114191","Deaths","Australasia","Male","All ages","HIV/AIDS","Number",1999,173.747967301798,179.064460480159,168.846721011297
"114193","Deaths","Australasia","Male","All ages","HIV/AIDS","Percent",1999,0.002161731444498,0.0022287073876135,0.00209894280338908
"120981","Deaths","Latin America & Caribbean - WB","Male","All ages","HIV/AIDS","Number",1997,31050.7238761112,35191.6539488474,28164.3213538241
"120983","Deaths","Latin America & Caribbean - WB","Male","All ages","HIV/AIDS","Percent",1997,0.019032534099847,0.0214191324236472,0.017218934844251
"124053","Deaths","Central Europe","Male","All ages","Zika virus","Number",1999,0,0,0
"124055","Deaths","Central Europe","Male","All ages","Zika virus","Percent",1999,0,0,0
"125485","Deaths","Central Europe","Male","All ages","Tuberculosis","Number",1998,4500.51175510069,4634.91321651434,4357.22058480716
"125487","Deaths","Central Europe","Male","All ages","Tuberculosis","Percent",1998,0.00634356997716828,0.00653122089162008,0.00614063951833643
"125701","Deaths","Central Europe","Male","All ages","HIV/AIDS","Number",1998,707.292885300169,735.867898922054,665.602665489727
"125703","Deaths","Central Europe","Male","All ages","HIV/AIDS","Percent",1998,0.00099695574192636,0.00103647779181553,0.000936017123639037
"127330","Deaths","Southeast Asia","Male","All ages","Tuberculosis","Number",1999,144018.842347313,158185.245781786,131056.701376144
"127332","Deaths","Southeast Asia","Male","All ages","Tuberculosis","Percent",1999,0.0728598467589615,0.0790388135201242,0.0678499685427649
"127546","Deaths","Southeast Asia","Male","All ages","HIV/AIDS","Number",1999,34564.3531798475,39963.2129824378,26247.2908080999
"127548","Deaths","Southeast Asia","Male","All ages","HIV/AIDS","Percent",1999,0.0174960203327777,0.0203257093596891,0.013263894949396
"127770","Deaths","High-income North America","Male","All ages","Zika virus","Number",1994,0,0,0
"127772","Deaths","High-income North America","Male","All ages","Zika virus","Percent",1994,0,0,0
"128002","Deaths","North Africa and Middle East","Male","All ages","Tuberculosis","Number",1999,13178.8126742707,15498.3559285039,11083.5367485233
"128004","Deaths","North Africa and Middle East","Male","All ages","Tuberculosis","Percent",1999,0.00918444262488374,0.0105521484590047,0.00799918414155509
"128218","Deaths","North Africa and Middle East","Male","All ages","HIV/AIDS","Number",1999,1866.55421945138,3918.71627946713,971.054748395425
"128220","Deaths","North Africa and Middle East","Male","All ages","HIV/AIDS","Percent",1999,0.0013020084188024,0.0027382346810897,0.000683537106444716
"128418","Deaths","Caribbean","Male","All ages","Zika virus","Number",1998,0,0,0
"128420","Deaths","Caribbean","Male","All ages","Zika virus","Percent",1998,0,0,0
"138182","Deaths","North America","Male","All ages","Tuberculosis","Number",1996,1046.68457020571,1083.95005497624,1002.27415175293
"138184","Deaths","North America","Male","All ages","Tuberculosis","Percent",1996,0.000825009808640944,0.000853631195091393,0.000790947515023248
"138398","Deaths","North America","Male","All ages","HIV/AIDS","Number",1996,28207.881990225,28423.6805116745,27951.1935217707
"138400","Deaths","North America","Male","All ages","HIV/AIDS","Percent",1996,0.0222338643072453,0.0224103223759351,0.0220280975754921
"141160","Deaths","Oceania","Male","All ages","Tuberculosis","Number",1994,1018.2049149242,1432.68906818849,705.106984511486
"141162","Deaths","Oceania","Male","All ages","Tuberculosis","Percent",1994,0.0325168127742913,0.0429862062826883,0.0235370586706664
"141376","Deaths","Oceania","Male","All ages","HIV/AIDS","Number",1994,38.3357142132122,104.399014276534,12.9518497516816
"141378","Deaths","Oceania","Male","All ages","HIV/AIDS","Percent",1994,0.00122846743209391,0.00332292638031708,0.000416586505264574
"156611","Deaths","Central Latin America","Male","All ages","Zika virus","Number",1998,0,0,0
"156613","Deaths","Central Latin America","Male","All ages","Zika virus","Percent",1998,0,0,0
"157271","Deaths","Region of the Americas","Male","All ages","Tuberculosis","Number",1998,21347.0344596375,22210.5360489302,20581.3246008216
"157273","Deaths","Region of the Americas","Male","All ages","Tuberculosis","Percent",1998,0.00733888937833062,0.00759037710809248,0.007090818884301
"157487","Deaths","Region of the Americas","Male","All ages","HIV/AIDS","Number",1998,42372.5573698204,46493.2561165079,39377.3873478669
"157489","Deaths","Region of the Americas","Male","All ages","HIV/AIDS","Percent",1998,0.0145677627165067,0.0159439101656577,0.013517723988208
"164910","Deaths","Commonwealth Low Income","Male","All ages","Zika virus","Number",1998,0,0,0
"164912","Deaths","Commonwealth Low Income","Male","All ages","Zika virus","Percent",1998,0,0,0
"170959","Deaths","Eastern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Number",1998,253050.928499239,330681.558775761,183272.634483129
"170961","Deaths","Eastern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Percent",1998,0.144815015201938,0.184512777667921,0.106994872099608
"176495","Deaths","Sub-Saharan Africa - WB","Male","All ages","Zika virus","Number",1997,0,0,0
"176497","Deaths","Sub-Saharan Africa - WB","Male","All ages","Zika virus","Percent",1997,0,0,0
"178093","Deaths","Eastern Mediterranean Region","Male","All ages","Tuberculosis","Number",1993,61629.9128544029,75913.9191102516,51073.410675911
"178095","Deaths","Eastern Mediterranean Region","Male","All ages","Tuberculosis","Percent",1993,0.0333464503912332,0.0411968421639467,0.0279278471401749
"178309","Deaths","Eastern Mediterranean Region","Male","All ages","HIV/AIDS","Number",1993,1154.67140747389,2749.66803056788,503.433741738804
"178311","Deaths","Eastern Mediterranean Region","Male","All ages","HIV/AIDS","Percent",1993,0.000624842579001952,0.00150279676584331,0.000273000472445206
"179757","Deaths","Latin America & Caribbean - WB","Male","All ages","Tuberculosis","Number",1998,20440.8612692045,21305.8078649988,19687.5799842178
"179759","Deaths","Latin America & Caribbean - WB","Male","All ages","Tuberculosis","Percent",1998,0.0122660409844032,0.0126967863956868,0.0118485329242441
"179899","Deaths","Western Pacific Region","Male","All ages","Tuberculosis","Number",1997,132451.383014438,141830.455576973,122563.655476462
"179901","Deaths","Western Pacific Region","Male","All ages","Tuberculosis","Percent",1997,0.0216041692320036,0.0226996692788939,0.0205250181318295
"180115","Deaths","Western Pacific Region","Male","All ages","HIV/AIDS","Number",1997,11705.7354481392,13775.6643812243,9793.92765596441
"180117","Deaths","Western Pacific Region","Male","All ages","HIV/AIDS","Percent",1997,0.00191104709102039,0.0022771881880364,0.00159654824559722
"183099","Deaths","Africa","Male","All ages","Zika virus","Number",1997,0,0,0
"183101","Deaths","Africa","Male","All ages","Zika virus","Percent",1997,0,0,0
"183555","Deaths","World Bank Low Income","Male","All ages","Zika virus","Number",1992,0,0,0
"183557","Deaths","World Bank Low Income","Male","All ages","Zika virus","Percent",1992,0,0,0
"190677","Deaths","South-East Asia Region","Male","All ages","Zika virus","Number",1998,0,0,0
"190679","Deaths","South-East Asia Region","Male","All ages","Zika virus","Percent",1998,0,0,0
"196150","Deaths","Oceania","Male","All ages","Zika virus","Number",1994,0,0,0
"196152","Deaths","Oceania","Male","All ages","Zika virus","Percent",1994,0,0,0
"196606","Deaths","World Bank High Income","Male","All ages","Zika virus","Number",1997,0,0,0
"196608","Deaths","World Bank High Income","Male","All ages","Zika virus","Percent",1997,0,0,0
"199924","Deaths","Australasia","Male","All ages","Tuberculosis","Number",1993,75.3198134031974,80.5902244738206,69.4762110545518
"199926","Deaths","Australasia","Male","All ages","Tuberculosis","Percent",1993,0.000959045555400198,0.00102471037680025,0.000886078226571277
"200140","Deaths","Australasia","Male","All ages","HIV/AIDS","Number",1993,595.283200298609,612.509110625902,579.457306493027
"200142","Deaths","Australasia","Male","All ages","HIV/AIDS","Percent",1993,0.00757982717496859,0.00780216257312069,0.00736498618183677
"201343","Deaths","Asia","Male","All ages","Tuberculosis","Number",1997,718519.687888432,768741.929067563,661206.87865477
"201345","Deaths","Asia","Male","All ages","Tuberculosis","Percent",1997,0.0499298583893768,0.0529227687998104,0.0465868748940222
"201559","Deaths","Asia","Male","All ages","HIV/AIDS","Number",1997,57614.4316352283,74878.0394857503,43013.2288416199
"201561","Deaths","Asia","Male","All ages","HIV/AIDS","Percent",1997,0.00400479034459373,0.00518550893226493,0.0029910011638318
"206257","Deaths","Eastern Mediterranean Region","Male","All ages","Tuberculosis","Number",1998,67298.3650157579,83512.0870022559,55665.9847055818
"206259","Deaths","Eastern Mediterranean Region","Male","All ages","Tuberculosis","Percent",1998,0.0344830252011782,0.0423074192727748,0.0289729692785021
"206473","Deaths","Eastern Mediterranean Region","Male","All ages","HIV/AIDS","Number",1998,2835.34783925274,5329.51732554928,1626.7057721814
"206475","Deaths","Eastern Mediterranean Region","Male","All ages","HIV/AIDS","Percent",1998,0.00145332653201279,0.00275466196293269,0.000828907236120819
"212300","Deaths","World Bank Lower Middle Income","Male","All ages","Tuberculosis","Number",1997,706030.695297704,755556.673415719,647162.696637074
"212302","Deaths","World Bank Lower Middle Income","Male","All ages","Tuberculosis","Percent",1997,0.0677599148567318,0.0720343266673547,0.0627837920523284
"212516","Deaths","World Bank Lower Middle Income","Male","All ages","HIV/AIDS","Number",1997,175305.408875453,243273.516074431,124818.370718534
"212518","Deaths","World Bank Lower Middle Income","Male","All ages","HIV/AIDS","Percent",1997,0.016822203000595,0.0230946481502666,0.0118407859130901
"216949","Deaths","Western Pacific Region","Male","All ages","Zika virus","Number",1998,0,0,0
"216951","Deaths","Western Pacific Region","Male","All ages","Zika virus","Percent",1998,0,0,0
"217177","Deaths","Commonwealth Middle Income","Male","All ages","Tuberculosis","Number",1992,511660.627027244,576277.81134068,446735.79658152
"217179","Deaths","Commonwealth Middle Income","Male","All ages","Tuberculosis","Percent",1992,0.0791226678525337,0.0887999593408435,0.0696933654243163
"217393","Deaths","Commonwealth Middle Income","Male","All ages","HIV/AIDS","Number",1992,30110.9003564592,43549.3465345667,20971.9320920745
"217395","Deaths","Commonwealth Middle Income","Male","All ages","HIV/AIDS","Percent",1992,0.00465827960069584,0.00677372699263697,0.00325359607877517
"220115","Deaths","World Bank Low Income","Male","All ages","Zika virus","Number",1997,0,0,0
"220117","Deaths","World Bank Low Income","Male","All ages","Zika virus","Percent",1997,0,0,0
"221479","Deaths","African Region","Male","All ages","Tuberculosis","Number",1993,271990.973746678,306877.045546622,241260.54508257
"221481","Deaths","African Region","Male","All ages","Tuberculosis","Percent",1993,0.0688740145875669,0.0769890645516307,0.0622207627910792
"221695","Deaths","African Region","Male","All ages","HIV/AIDS","Number",1993,226787.845403067,320274.149674083,158956.732238794
"221697","Deaths","African Region","Male","All ages","HIV/AIDS","Percent",1993,0.0573555539548641,0.0798458241991687,0.0401337993864417
"222103","Deaths","World Bank Upper Middle Income","Male","All ages","Tuberculosis","Number",1998,150674.53207865,159991.755654099,142887.150681605
"222105","Deaths","World Bank Upper Middle Income","Male","All ages","Tuberculosis","Percent",1998,0.0170002811017493,0.0174833736381973,0.0165338429167115
"222319","Deaths","World Bank Upper Middle Income","Male","All ages","HIV/AIDS","Number",1998,109330.696079002,136305.624027202,87732.9812187902
"222321","Deaths","World Bank Upper Middle Income","Male","All ages","HIV/AIDS","Percent",1998,0.012340336865141,0.0152354335726389,0.00985546284673739
"226618","Deaths","Eastern Sub-Saharan Africa","Male","All ages","Tuberculosis","Number",1994,141516.265868901,160318.158071509,123835.599521705
"226620","Deaths","Eastern Sub-Saharan Africa","Male","All ages","Tuberculosis","Percent",1994,0.0723840149992055,0.0845732744141847,0.0613642091925584
"230292","Deaths","World Bank Lower Middle Income","Male","All ages","Zika virus","Number",1998,0,0,0
"230294","Deaths","World Bank Lower Middle Income","Male","All ages","Zika virus","Percent",1998,0,0,0
"230512","Deaths","World Bank High Income","Male","All ages","Tuberculosis","Number",1992,20958.2522605182,21608.7546677503,20229.8318038839
"230514","Deaths","World Bank High Income","Male","All ages","Tuberculosis","Percent",1992,0.00470450121356461,0.00485085241081055,0.00454656159447161
"232135","Deaths","Region of the Americas","Male","All ages","Zika virus","Number",1994,0,0,0
"232137","Deaths","Region of the Americas","Male","All ages","Zika virus","Percent",1994,0,0,0
"237218","Deaths","Region of the Americas","Male","All ages","Zika virus","Number",1996,0,0,0
"237220","Deaths","Region of the Americas","Male","All ages","Zika virus","Percent",1996,0,0,0
"237806","Deaths","North America","Male","All ages","Zika virus","Number",1993,0,0,0
"237808","Deaths","North America","Male","All ages","Zika virus","Percent",1993,0,0,0
"238026","Deaths","Africa","Male","All ages","Tuberculosis","Number",1994,290532.572118679,325977.904112422,259139.661149427
"238028","Deaths","Africa","Male","All ages","Tuberculosis","Percent",1994,0.0584333268440571,0.0654073170705326,0.0526488424580739
"238242","Deaths","Africa","Male","All ages","HIV/AIDS","Number",1994,273186.992144796,380791.807657191,191393.390583244
"238244","Deaths","Africa","Male","All ages","HIV/AIDS","Percent",1994,0.0548788138693685,0.0762232672358431,0.0381530882891363
"242924","Deaths","World Bank Upper Middle Income","Male","All ages","Tuberculosis","Number",1992,170735.648152726,185790.567009162,157303.055489422
"242926","Deaths","World Bank Upper Middle Income","Male","All ages","Tuberculosis","Percent",1992,0.0202548899118678,0.0208934905187061,0.0196569505302125
"243140","Deaths","World Bank Upper Middle Income","Male","All ages","HIV/AIDS","Number",1992,30919.8125500349,36320.3404132939,27188.3410825194
"243142","Deaths","World Bank Upper Middle Income","Male","All ages","HIV/AIDS","Percent",1992,0.00367278010887214,0.00436138907973865,0.00315825147308466
"243922","Deaths","Europe","Male","All ages","Zika virus","Number",1994,0,0,0
"243924","Deaths","Europe","Male","All ages","Zika virus","Percent",1994,0,0,0
"247672","Deaths","East Asia","Male","All ages","Tuberculosis","Number",1994,95544.6133139446,107188.361251101,84927.165448335
"247674","Deaths","East Asia","Male","All ages","Tuberculosis","Percent",1994,0.0198560892727782,0.0206591881854968,0.0191092283796018
"247888","Deaths","East Asia","Male","All ages","HIV/AIDS","Number",1994,3711.54665845252,4195.19264480866,2854.11855712233
"247890","Deaths","East Asia","Male","All ages","HIV/AIDS","Percent",1994,0.000773905295396301,0.000925358552078273,0.00057032050668283
"249069","Deaths","Andean Latin America","Male","All ages","Tuberculosis","Number",1996,6800.90851553532,7576.19552856969,6054.48745264946
"249071","Deaths","Andean Latin America","Male","All ages","Tuberculosis","Percent",1996,0.0515887884285891,0.0551153507964267,0.0477609407308603
"249285","Deaths","Andean Latin America","Male","All ages","HIV/AIDS","Number",1996,1176.51663915451,2054.13387766102,891.46388720045
"249287","Deaths","Andean Latin America","Male","All ages","HIV/AIDS","Percent",1996,0.00894159168317333,0.0161065523202368,0.00671042639870057
"250289","Deaths","European Region","Male","All ages","Tuberculosis","Number",1996,44470.4836454517,45799.5543918485,43394.2285577148
"250291","Deaths","European Region","Male","All ages","Tuberculosis","Percent",1996,0.00932992753865768,0.00959096467570364,0.00912483028853709
"250505","Deaths","European Region","Male","All ages","HIV/AIDS","Number",1996,26050.2795004838,26303.573821312,25795.8361457356
"250507","Deaths","European Region","Male","All ages","HIV/AIDS","Percent",1996,0.00546544158362179,0.0055259414986635,0.00540554801203065
"253691","Deaths","Western Europe","Male","All ages","Zika virus","Number",1993,0,0,0
